automobila	te	da	0.750000
njoj	se	nalazi	0.307692
njom	i	da	0.600000
no	ako	je	0.416667
no	bez	uspjeha	0.500000
no	bilo	je	1.000000
no	da	je	0.428571
no	danas	se	0.625000
no	i	dalje	0.153846
no	i	pored	0.115385
no	ima	i	1.000000
no	ipak	je	0.529412
no	ipak	su	0.176471
no	još	uvijek	0.375000
no	kad	je	0.333333
no	kada	je	0.375000
no	kako	je	0.444444
no	kako	su	0.222222
no	kasnije	su	0.333333
no	na	kraju	0.421053
no	nakon	što	0.600000
no	ne	i	0.235294
no	ne	uspijeva	0.176471
no	ni	to	0.500000
no	nije	se	0.100000
no	nije	ga	0.100000
no	nije	ih	0.100000
no	on	je	0.526316
no	ona	ga	0.230769
no	ona	je	0.230769
no	ono	što	0.714286
no	prije	nego	1.000000
no	s	druge	0.500000
no	sada	je	0.600000
no	smatra	se	0.714286
no	ta	je	0.272727
no	to	je	0.365854
no	to	nije	0.097561
no	u	stvarnosti	0.097561
no	u	tom	0.097561
no	u	to	0.097561
no	ubrzo	je	0.384615
no	ubrzo	se	0.307692
no	uspio	je	0.800000
no	za	to	0.214286
no	čak	i	1.000000
no	čini	se	1.000000
no	što	je	0.217391
no	što	se	0.173913
novi	model	je	1.000000
obećao	da	će	0.833333
obitelji	bili	su	0.750000
obitelji	bio	je	1.000000
obitelji	koja	je	0.454545
obitelji	koje	su	0.800000
obitelji	koji	su	0.500000
obitelji	žive	u	1.000000
objavio	da	je	0.384615
objavio	da	će	0.230769
objavio	je	u	0.107527
objavio	je	više	0.096774
objavio	je	knjigu	0.086022
objavio	je	da	0.075269
objavio	je	nekoliko	0.064516
objavio	je	i	0.053763
objavio	je	svoj	0.043011
objavio	je	knjige	0.043011
objavio	je	godine	0.043011
objavio	je	tri	0.032258
objavio	svoj	prvi	0.375000
oblik	koji	je	0.500000
oblika	u	kojima	0.500000
obzira	jesu	li	1.000000
obzira	na	to	0.333333
obzira	na	vrstu	0.078431
obzira	na	njihov	0.058824
oca	i	sina	0.307692
oca	i	majke	0.230769
oca	koji	je	0.727273
od	a	do	0.333333
od	bilo	kojeg	0.400000
od	bilo	koje	0.266667
od	bilo	čega	0.200000
od	bio	je	0.833333
od	c	do	0.235294
od	c	a	0.235294
od	dana	od	0.266667
od	deset	godina	0.444444
od	do	godine	0.252427
od	do	bio	0.064078
od	do	stoljeća	0.036893
od	do	cm	0.034951
od	do	mm	0.033010
od	do	i	0.029126
od	do	metara	0.029126
od	do	godina	0.029126
od	do	m	0.027184
od	do	u	0.025243
od	do	je	0.019417
od	do	km	0.017476
od	do	danas	0.015534
od	do	c	0.015534
od	do	bila	0.011650
od	do	razreda	0.009709
od	do	a	0.009709
od	do	milijuna	0.009709
od	do	st	0.009709
od	do	podaci	0.009709
od	do	te	0.007767
od	do	su	0.007767
od	do	sati	0.007767
od	do	mjeseci	0.007767
od	do	kao	0.007767
od	do	radio	0.007767
od	do	na	0.007767
od	do	s	0.005825
od	do	metra	0.005825
od	do	kilograma	0.005825
od	drugih	vrsta	0.147059
od	drugih	naroda	0.088235
od	dva	dijela	0.176471
od	dva	milijuna	0.117647
od	dva	glavna	0.058824
od	dva	doma	0.058824
od	dva	dana	0.058824
od	dvanaest	godina	0.600000
od	dvije	godine	0.270270
od	dvije	do	0.108108
od	g	do	0.600000
od	glavnog	grada	0.750000
od	godina	kod	0.098039
od	godina	i	0.078431
od	godina	života	0.078431
od	godina	a	0.078431
od	godine	u	0.084507
od	godine	do	0.084507
od	godine	je	0.070423
od	godine	na	0.056338
od	godine	dana	0.042254
od	godine	i	0.042254
od	godine	bio	0.035211
od	godine	se	0.035211
od	godine	član	0.021127
od	godine	kada	0.021127
od	godine	igra	0.021127
od	godine	klub	0.021127
od	godinu	dana	1.000000
od	i	pol	0.107143
od	ih	do	0.214286
od	ili	više	0.428571
od	interesa	za	1.000000
od	izvora	do	0.428571
od	je	u	0.333333
od	jedne	do	0.300000
od	jedne	ili	0.150000
od	jednog	do	0.272727
od	jednog	stoljeća	0.121212
od	jednog	ili	0.090909
od	jednog	komada	0.090909
od	jednog	metra	0.090909
od	kada	je	0.500000
od	kada	su	0.200000
od	kamena	a	0.333333
od	km	h	0.402439
od	km	s	0.097561
od	km	a	0.085366
od	km	i	0.085366
od	km	od	0.048780
od	knjiga	i	0.500000
od	koje	je	0.333333
od	koje	se	0.333333
od	kojeg	se	0.500000
od	kojeg	je	0.222222
od	kojega	je	0.333333
od	kojega	se	0.333333
od	koji	je	0.600000
od	kojih	je	0.352159
od	kojih	su	0.305648
od	kojih	se	0.139535
od	kojih	svaki	0.026578
od	kojih	neki	0.019934
od	kojih	svaka	0.013289
od	kojih	treba	0.013289
od	kraja	stoljeća	0.352941
od	kraja	ih	0.235294
od	kuda	je	0.600000
od	kuće	i	0.500000
od	ljeta	do	0.428571
od	ljudi	koji	0.250000
od	ljudi	a	0.187500
od	m	s	0.194444
od	m	a	0.083333
od	metara	i	0.600000
od	metara	na	0.061538
od	metara	a	0.061538
od	metara	iznad	0.046154
od	metra	i	0.461538
od	milijuna	dolara	0.388889
od	milijuna	američkih	0.111111
od	minuta	i	0.300000
od	mjesec	dana	1.000000
od	mjesta	do	0.333333
od	mm	s	0.125000
od	najboljih	igrača	0.230769
od	najboljih	u	0.153846
od	najboljih	filmova	0.115385
od	najvećih	i	0.258065
od	najvećih	u	0.129032
od	nekoliko	stotina	0.125000
od	nekoliko	mjeseci	0.125000
od	nekoliko	godina	0.125000
od	njega	da	0.088889
od	njega	i	0.066667
od	njegove	smrti	0.500000
od	njih	su	0.202532
od	njih	je	0.183544
od	njih	nije	0.044304
od	njih	se	0.037975
od	njih	i	0.031646
od	njih	u	0.025316
od	oca	i	0.300000
od	oko	km	0.093750
od	oko	metara	0.093750
od	oko	do	0.083333
od	oko	m	0.083333
od	oko	dana	0.041667
od	oko	c	0.041667
od	oko	godina	0.031250
od	oko	metra	0.031250
od	oko	milijuna	0.031250
od	one	na	0.285714
od	onih	koji	0.250000
od	onih	koje	0.218750
od	onih	u	0.218750
od	osam	godina	0.250000
od	ostalih	vrsta	0.133333
od	ove	sezone	0.444444
od	ove	bolesti	0.333333
od	pa	do	0.500000
od	pa	sve	0.300000
od	pet	godina	0.161290
od	pet	minuta	0.129032
od	pet	do	0.096774
od	pola	stoljeća	0.307692
od	pola	sata	0.307692
od	površine	zemlje	0.428571
od	početka	do	0.078947
od	početka	ih	0.078947
od	početka	pa	0.078947
od	početka	stoljeća	0.078947
od	prvih	koji	0.227273
od	prvih	mjesta	0.136364
od	prvog	do	0.555556
od	razloga	za	0.272727
od	rujna	godine	0.368421
od	rujna	do	0.263158
od	samo	dvije	0.176471
od	samog	početka	0.789474
od	sat	vremena	1.000000
od	starog	grada	0.428571
od	stoljeća	do	0.227273
od	stotinu	godina	0.428571
od	strane	drugih	0.049180
od	strane	članova	0.049180
od	strane	njegovih	0.049180
od	svih	ostalih	0.272727
od	svih	njih	0.090909
od	svih	drugih	0.090909
od	svog	oca	0.200000
od	svoje	supruge	0.230769
od	tada	je	0.259843
od	tada	se	0.149606
od	tada	su	0.102362
od	tada	do	0.055118
od	tada	počinje	0.039370
od	tada	pa	0.039370
od	tada	radi	0.031496
od	tada	u	0.023622
od	te	bolesti	0.208333
od	te	dvije	0.125000
od	tjedan	dana	1.000000
od	tog	vremena	0.440000
od	tog	trenutka	0.160000
od	toga	je	0.121622
od	toga	da	0.094595
od	toga	u	0.067568
od	toga	oko	0.054054
od	toga	nije	0.040541
od	toga	što	0.040541
od	toga	su	0.040541
od	tri	godine	0.156250
od	tri	mjeseca	0.093750
od	tri	člana	0.062500
od	tri	dijela	0.062500
od	tri	stotine	0.062500
od	troje	djece	1.000000
od	više	dijelova	0.250000
od	vrha	prema	0.750000
od	zemlje	do	0.411765
od	čega	je	0.447059
od	čega	su	0.117647
od	čega	na	0.058824
od	čega	u	0.058824
od	čega	se	0.035294
od	četiri	godine	0.200000
od	činjenice	da	1.000000
od	šest	mjeseci	0.222222
odluka	da	se	0.666667
odlučio	je	da	0.250000
odlučio	se	na	0.375000
odnose	s	drugim	0.500000
odnose	se	na	0.428571
odrasla	je	u	1.000000
odrastao	je	u	0.909091
oko	američkih	dolara	1.000000
oko	dvije	tisuće	0.600000
oko	godina	a	0.214286
oko	godine	i	0.120000
oko	ih	je	1.000000
oko	km	od	0.195652
oko	km	h	0.173913
oko	km	i	0.086957
oko	km	a	0.065217
oko	kojih	se	0.571429
oko	kojih	su	0.428571
oko	m	a	0.285714
oko	metara	a	0.294118
oko	milijuna	godina	0.348837
oko	milijuna	eura	0.116279
oko	milijuna	dolara	0.116279
oko	milijuna	američkih	0.093023
oko	mm	u	0.300000
oko	prava	na	1.000000
oko	šest	mjeseci	0.600000
okolnosti	pod	kojima	1.000000
okolnosti	u	kojima	0.750000
onaj	koji	je	0.391304
onaj	koji	će	0.130435
onima	koji	su	0.448276
onima	koji	žele	0.137931
onima	koji	se	0.103448
ono	je	postalo	0.200000
ono	koje	se	0.571429
ono	što	je	0.440789
ono	što	se	0.118421
ono	što	su	0.032895
ono	što	će	0.026316
ono	što	mu	0.019737
ono	što	jest	0.019737
ono	što	čini	0.019737
ono	što	nije	0.019737
optužen	je	za	0.750000
osim	ako	je	0.300000
osim	gdje	je	1.000000
osim	toga	u	0.080460
osim	toga	na	0.045977
osim	toga	bio	0.034483
osim	u	slučaju	0.384615
osim	što	je	0.439024
osim	što	su	0.219512
osim	što	se	0.195122
osjeća	da	su	0.375000
osobu	koja	je	0.307692
ostala	je	i	0.150000
ostati	do	kraja	1.000000
ostavku	na	mjesto	0.636364
osuđen	je	na	0.600000
osuđen	na	smrt	0.315789
osuđen	na	godina	0.210526
otac	bio	je	0.400000
otac	ga	je	1.000000
otac	i	sin	0.250000
otac	je	bio	0.466667
otac	joj	je	0.833333
otac	ju	je	1.000000
otac	koji	je	1.000000
otac	mu	je	0.966667
otkrio	da	je	1.000000
otkrio	ga	je	1.000000
otkrio	je	da	0.277778
otvor	za	ulaz	0.750000
ove	dvije	vrste	0.187500
ove	metode	je	0.666667
očekivali	da	će	0.750000
pada	u	ruke	0.375000
pao	je	na	0.363636
pao	je	u	0.272727
pao	u	ruke	0.444444
period	od	do	0.428571
pet	do	šest	0.500000
pet	godina	kasnije	0.196078
pet	godina	nakon	0.078431
pet	godina	a	0.058824
pet	godina	poslije	0.058824
pet	godina	i	0.058824
pet	ih	je	0.750000
pet	je	godina	0.500000
pitanja	koja	se	0.833333
pitanje	što	je	0.625000
pjesme	bila	je	1.000000
pjesme	bile	su	0.800000
pjesme	koja	je	0.800000
pjesme	koje	su	0.500000
pjesme	koje	je	0.150000
pjesme	na	ovom	0.375000
pjesme	napisao	je	1.000000
pjesme	su	mu	0.200000
pjesme	te	je	0.600000
planine	nalazi	se	1.000000
plemena	koja	su	0.333333
pobijedili	su	u	0.750000
pobjedu	u	prvoj	0.428571
pobjegne	iz	kuće	0.500000
pod	kojim	se	0.333333
pod	kojim	je	0.250000
pod	kojima	se	0.428571
pod	novim	imenom	0.857143
pod	pritiskom	obitelji	0.333333
pod	svaku	cijenu	1.000000
pod	tim	imenom	0.571429
podacima	iz	godine	0.764706
područja	koja	su	0.700000
područja	u	kojem	0.363636
područja	u	kojima	0.272727
područja	što	je	1.000000
područje	je	bilo	0.210526
područje	je	u	0.157895
područje	koje	je	0.416667
područje	koje	se	0.416667
područje	na	kojem	0.666667
područje	u	kojem	0.571429
pojavili	su	se	1.000000
pojavio	se	u	0.461538
pojavio	se	na	0.153846
pojavio	u	filmu	0.357143
pojavljuje	se	u	0.391304
pojavljuje	se	i	0.152174
pojavljuje	se	na	0.108696
pojavljuje	se	kao	0.065217
pokušaja	da	se	0.857143
ponudio	mu	je	0.750000
pop	i	rock	0.750000
pored	toga	što	0.320000
pored	toga	u	0.120000
posao	koji	je	0.800000
posebno	došlo	do	1.000000
posebno	kada	je	1.000000
posebno	poznat	po	1.000000
posljednjih	deset	godina	1.000000
posljednjih	desetak	godina	1.000000
posljednjih	nekoliko	godina	0.727273
postaje	jasno	da	0.666667
postaje	jedan	od	1.000000
postaje	jedna	od	1.000000
postala	je	godine	0.103448
postala	jedan	od	1.000000
postala	jedna	od	0.916667
postala	jedno	od	1.000000
postalo	jasno	da	0.714286
postalo	je	jasno	0.260870
postalo	je	poznato	0.130435
postalo	je	jako	0.130435
postalo	očito	da	1.000000
postati	jedan	od	0.750000
postoje	dvije	vrste	0.450000
postoje	i	drugi	0.171429
postoje	i	neki	0.114286
postoje	različita	mišljenja	1.000000
postoje	razne	vrste	0.800000
postoje	tri	vrste	0.300000
potpisao	je	ugovor	0.500000
potrajati	sve	do	1.000000
potrazi	za	hranom	0.266667
potrazi	za	novim	0.200000
povezuje	se	s	1.000000
poznata	i	kao	0.666667
poznata	i	pod	0.222222
poznata	je	i	0.238095
poznata	je	kao	0.214286
poznata	je	po	0.166667
poznata	je	pod	0.142857
poznata	po	tome	0.333333
poznata	po	svojoj	0.266667
poznata	po	svojim	0.200000
poznata	pod	imenom	0.500000
poznata	su	imena	0.444444
poznata	su	kao	0.333333
poznato	da	je	0.416667
poznato	i	kao	0.500000
poznato	je	da	0.390244
poznato	je	kao	0.097561
poznato	je	oko	0.073171
poznato	kada	je	0.666667
počela	je	u	0.277778
počela	raditi	na	1.000000
počeli	su	se	0.290323
počeli	su	i	0.096774
počeo	ga	je	1.000000
počeo	je	raditi	0.126984
počeo	je	pisati	0.095238
počeo	je	u	0.095238
počeo	je	da	0.047619
počeo	je	glumiti	0.047619
počeo	raditi	na	0.631579
počeo	se	baviti	0.636364
početka	do	kraja	1.000000
početka	pa	do	1.000000
počinje	i	završava	0.600000
počinje	se	baviti	0.428571
pravcu	sjever	jug	1.000000
pravo	naroda	na	1.000000
pravo	nastupa	na	0.750000
prednost	u	odnosu	0.428571
predsjednik	kluba	je	0.250000
predsjednik	kluba	bio	0.250000
preko	koje	je	0.500000
preko	kojih	se	0.666667
preko	milijuna	ploča	0.230769
prema	gore	i	0.266667
prema	istoku	i	0.272727
prema	jugu	i	0.294118
prema	kojem	je	0.312500
prema	kojem	se	0.187500
prema	kojem	su	0.187500
prema	kojoj	se	0.428571
prema	njegovim	riječima	0.777778
prema	podacima	iz	0.640000
prema	podacima	sa	0.240000
prema	popisu	iz	0.958333
prema	tome	i	0.106383
prema	tome	je	0.085106
prema	tome	u	0.085106
prema	uredu	sad	1.000000
prema	zakonu	o	0.833333
prestao	je	biti	0.272727
prestao	s	radom	1.000000
pretpostaviti	da	je	0.666667
prešao	je	u	0.636364
prešao	je	na	0.272727
pri	kojem	se	0.750000
pri	kraju	stoljeća	0.176471
pri	pokušaju	da	1.000000
pri	tom	se	0.500000
pri	tome	se	0.183333
pri	tome	je	0.150000
pri	tome	su	0.100000
pri	čemu	je	0.315789
pri	čemu	se	0.252632
pri	čemu	su	0.189474
prije	dolaska	na	0.600000
prije	dvije	godine	1.000000
prije	i	poslije	0.333333
prije	kraja	utakmice	0.263158
prije	manje	od	1.000000
prije	milijuna	godina	1.000000
prije	nego	što	0.602620
prije	nego	je	0.131004
prije	nego	se	0.065502
prije	nego	li	0.048035
prije	nego	su	0.030568
prije	nego	ga	0.017467
prije	nego	će	0.017467
prije	nego	bi	0.013100
prije	nekoliko	godina	0.500000
prije	ni	poslije	1.000000
prije	njegove	smrti	0.800000
prije	no	što	1.000000
prije	odlaska	u	0.571429
prije	oko	godina	0.421053
prije	oko	milijuna	0.368421
prije	otprilike	godina	0.750000
prije	početka	sezone	0.120000
prije	početka	igre	0.120000
prije	rata	bio	0.214286
prije	su	se	0.600000
prije	svega	zbog	0.094340
prije	svega	u	0.094340
prije	svega	na	0.094340
prije	svega	za	0.056604
prije	svoje	smrti	0.833333
prije	toga	je	0.200000
prije	više	od	1.000000
prijedlog	da	se	0.600000
primijetio	da	je	0.444444
primjer	za	to	0.375000
pripada	jednoj	od	1.000000
priča	se	da	0.500000
problem	je	bio	0.400000
problem	je	u	0.200000
prodao	se	u	0.750000
prodao	više	od	1.000000
proljeće	i	ljeto	1.000000
proveo	dvije	godine	0.750000
proveo	je	u	0.454545
prsten	koji	je	0.750000
pruža	pogled	na	0.750000
pruža	se	u	0.285714
pruža	u	smjeru	1.000000
prva	je	bila	0.312500
prva	koja	je	0.666667
prva	osoba	koja	0.600000
prva	žena	koja	0.272727
prvi	gol	za	0.750000
prvi	i	jedini	0.300000
prvi	i	drugi	0.250000
prvi	izbor	za	0.600000
prvi	je	put	0.236111
prvi	je	bio	0.138889
prvi	je	puta	0.083333
prvi	je	album	0.069444
prvi	je	broj	0.069444
prvi	je	u	0.041667
prvi	koji	je	0.681818
prvi	od	tri	0.375000
prvi	pogodak	za	0.600000
prvi	predsjednik	kluba	0.307692
prvi	put	je	0.173684
prvi	put	se	0.168421
prvi	put	spominje	0.110526
prvi	put	u	0.084211
prvi	put	da	0.036842
prvi	put	pojavio	0.031579
prvi	put	su	0.031579
prvi	put	na	0.026316
prvi	put	nakon	0.026316
prvi	put	vidio	0.015789
prvi	put	pojavljuje	0.015789
prvi	put	ušao	0.015789
prvi	puta	u	0.349206
prvi	puta	je	0.111111
prvi	puta	spominje	0.095238
prvi	puta	se	0.047619
prvi	se	put	0.777778
prvi	su	put	0.375000
prvi	svjetski	rat	0.800000
prvih	koji	je	0.600000
prvih	nekoliko	godina	0.714286
prvo	ga	je	1.000000
prvo	i	drugo	0.750000
prvo	je	bio	0.227273
prvo	mjesto	na	0.275862
prvo	mjesto	u	0.103448
prvo	mjesto	i	0.103448
prvo	mjesto	s	0.103448
prvo	mjesto	sezona	0.103448
prvom	katu	te	0.444444
prvom	mjestu	u	0.277778
puta	bio	prvak	0.428571
puta	dok	je	1.000000
puta	i	postigao	0.230769
puta	je	bio	0.136364
puta	spominje	u	0.444444
puta	u	povijesti	0.193548
puta	veća	od	1.000000
puta	veći	od	0.833333
puta	više	nego	0.500000
radio	i	kao	0.266667
radio	je	kao	0.276786
radio	je	u	0.241071
radio	je	na	0.178571
radio	je	i	0.125000
radio	je	za	0.026786
razliku	od	drugih	0.217391
razliku	od	ostalih	0.130435
razliku	od	njih	0.065217
razliku	od	mnogih	0.054348
razliku	od	svojih	0.043478
razliku	od	svog	0.032609
različita	mišljenja	o	0.600000
različitih	oblika	i	0.600000
razlog	je	bio	0.666667
razlog	tome	je	0.916667
razlog	za	to	0.600000
razlog	zašto	je	0.533333
razlog	zbog	kojeg	1.000000
rekao	da	je	0.375000
rekao	da	će	0.125000
rekao	da	bi	0.093750
rekao	da	se	0.062500
rekao	da	mu	0.046875
rekao	da	su	0.046875
rekao	je	da	0.485714
rekao	je	kako	0.114286
rekao	kako	je	0.705882
rekao	mu	je	0.500000
rekao	to	je	1.000000
rezultate	te	je	1.000000
rečeno	da	je	0.600000
rečeno	je	da	1.000000
rimu	od	do	1.000000
rodio	se	u	0.503817
rodio	se	je	0.404580
rodio	se	godine	0.030534
rodio	se	kao	0.030534
ruke	i	noge	0.333333
sa	devet	godina	1.000000
sa	godina	i	0.200000
sa	i	ostali	0.333333
sa	kojom	je	0.300000
sa	kojom	ima	0.300000
sa	po	tri	0.600000
sa	samo	jednim	0.166667
sa	samo	godina	0.133333
sa	samo	pobjeda	0.133333
sa	samo	nekoliko	0.100000
sa	sedam	godina	0.444444
sa	sobom	u	0.097561
sa	sobom	je	0.097561
sa	strane	tijela	0.200000
sa	svake	strane	0.944444
sa	svih	strana	0.952381
sa	svoje	strane	0.500000
sa	svojim	bratom	0.183673
sa	svojim	ocem	0.142857
sa	svojim	ljudima	0.081633
sa	svojim	mužem	0.061224
sa	svojim	roditeljima	0.061224
sa	svojom	obitelji	0.272727
sa	svojom	majkom	0.151515
sa	svojom	ženom	0.151515
sa	svojom	sestrom	0.090909
sa	svojom	kćeri	0.090909
sa	više	od	0.875000
sa	što	više	0.750000
sad	a	i	0.111111
sad	a	je	0.111111
sad	a	u	0.088889
sad	a	te	0.066667
sad	ovdje	je	0.800000
sad	ovdje	su	0.200000
sad	u	je	0.153846
sad	u	i	0.107692
sad	u	zbog	0.061538
sad	u	koji	0.046154
sad	u	od	0.046154
sad	u	pod	0.046154
sad	za	popis	1.000000
sami	sebe	nazivaju	0.363636
sami	za	sebe	1.000000
saznao	da	je	0.571429
scenu	u	kojoj	0.500000
sela	koja	su	0.888889
sela	se	nalazi	0.625000
sela	u	kojima	0.375000
selu	se	nalazi	0.444444
sina	i	kćer	0.250000
situaciji	u	kojoj	0.500000
sjeveru	i	jugu	0.333333
skupina	a	i	0.600000
skupina	igraju	međusobno	0.800000
skupina	je	bila	0.266667
skupina	koje	su	0.571429
skupina	od	kojih	0.750000
slažu	da	je	0.571429
slažu	se	da	0.571429
sljedećih	nekoliko	godina	0.363636
sljedećih	nekoliko	mjeseci	0.272727
služio	je	kao	0.461538
smatraju	da	je	0.648148
smatraju	da	su	0.111111
smatraju	da	se	0.055556
smatraju	jednim	od	1.000000
smatraju	kako	je	0.666667
smatrao	da	je	0.297297
smatrao	da	su	0.162162
smatrao	da	bi	0.108108
smatrao	da	se	0.081081
smatrao	je	da	0.571429
smatrao	je	kako	0.357143
smatrao	kako	bi	0.500000
smjeru	istok	zapad	1.000000
smjeru	sjever	jug	0.900000
smrti	svoga	oca	0.500000
snage	koje	su	0.727273
snage	su	bile	0.400000
snažan	dojam	na	1.000000
snažan	utjecaj	na	1.000000
snimio	je	i	0.190476
snimio	je	film	0.142857
snimio	više	od	0.750000
spominje	da	je	0.750000
spominje	kako	je	0.500000
spominje	se	u	0.276596
spominje	se	i	0.127660
spominje	se	kao	0.085106
spominje	se	prvi	0.063830
spominje	se	da	0.063830
spominje	u	jednom	0.300000
spominje	u	vezi	0.300000
srednje	škole	u	0.150000
stanje	u	kojem	0.500000
stariji	od	godina	0.357143
starom	dijelu	grada	1.000000
strani	nalazi	se	1.000000
sva	živa	bića	1.000000
svaki	od	njih	0.333333
svaki	put	kad	0.368421
svaki	put	kada	0.210526
svih	onih	koji	1.000000
svima	koji	su	0.800000
svirao	bas	gitaru	1.000000
svirao	je	u	0.500000
tako	da	je	0.288557
tako	da	se	0.241294
tako	da	su	0.106965
tako	da	bi	0.019900
tako	da	ne	0.017413
tako	da	u	0.014925
tako	da	će	0.012438
tako	da	ih	0.012438
tako	da	im	0.012438
tako	da	mu	0.009950
tako	da	nisu	0.007463
tako	da	ona	0.007463
tako	da	može	0.007463
tako	da	bude	0.007463
tako	i	na	0.250000
tako	i	za	0.076923
tako	i	zbog	0.057692
tako	i	danas	0.057692
tako	je	u	0.083333
tako	je	i	0.083333
tako	je	postao	0.037037
tako	je	kao	0.027778
tako	je	godine	0.027778
tako	je	nakon	0.027778
tako	je	na	0.027778
tako	na	primjer	0.625000
tako	postao	prvi	0.300000
tako	se	i	0.068182
tako	su	se	0.175000
tako	su	i	0.150000
tako	su	u	0.100000
tako	što	je	0.274194
tako	što	se	0.177419
tako	što	su	0.145161
tako	što	ih	0.064516
temperatura	je	c	0.500000
teži	tome	da	1.000000
ti	koji	su	0.500000
ti	su	ljudi	0.333333
tijela	i	krvi	0.250000
tijela	koja	se	0.444444
tijela	su	im	0.428571
tijela	u	državi	0.636364
tim	da	se	0.304348
tim	da	je	0.304348
tim	da	su	0.173913
tim	više	što	0.750000
tjedan	dana	kasnije	0.214286
tome	da	se	0.287879
tome	da	je	0.196970
tome	da	su	0.136364
tome	da	li	0.060606
tome	je	i	0.146341
tome	je	što	0.146341
tome	je	li	0.097561
tome	je	bio	0.073171
tome	kako	se	0.354839
tome	kako	će	0.193548
tome	kako	je	0.161290
tome	kako	su	0.161290
tome	nisu	bile	1.000000
tome	tko	je	0.714286
tome	što	je	0.444444
tome	što	su	0.177778
tome	što	se	0.140741
tome	što	u	0.022222
treba	spomenuti	da	0.600000
treba	uzeti	u	0.571429
trenutno	je	u	0.538462
trenutno	se	radi	0.230769
tvrtka	je	u	0.250000
ubili	su	ga	0.444444
udaljenosti	od	km	0.454545
udaljenosti	od	metara	0.136364
uglavnom	su	to	0.571429
ukupno	je	u	0.142857
ukupno	je	napravljeno	0.107143
ukupno	je	bilo	0.107143
umjesto	da	se	0.424242
umjesto	da	je	0.121212
umjesto	toga	je	0.085714
umrla	je	u	0.333333
umrla	je	od	0.142857
umro	je	u	0.541667
umro	je	od	0.114583
umro	je	godine	0.072917
umro	je	i	0.041667
umro	je	rujna	0.031250
umro	kad	je	0.666667
umro	u	dobi	0.500000
uredu	sad	za	1.000000
usprkos	tome	što	0.642857
utakmice	i	postigao	0.583333
utakmice	igra	na	0.909091
utakmice	igraju	na	0.785714
utakmice	igraju	u	0.214286
uzimajući	u	obzir	1.000000
važna	je	i	0.500000
važno	je	spomenuti	0.166667
važno	mjesto	u	0.500000
velik	broj	ljudi	0.230769
velik	utjecaj	na	0.636364
velik	utjecaj	u	0.272727
velikog	broja	različitih	0.333333
vezi	s	tim	0.555556
većinom	su	se	0.428571
visine	do	cm	0.428571
visine	od	m	0.315789
visine	od	metara	0.210526
visine	od	oko	0.157895
vjenčali	su	se	1.000000
vlada	sad	a	1.000000
vlast	bila	je	0.750000
vlast	je	u	0.200000
vlasti	koje	su	1.000000
vodi	brigu	o	1.000000
vojnika	koji	su	0.705882
vozila	koja	su	0.714286
vratili	su	se	0.750000
vratiti	se	u	0.461538
vratiti	u	englesku	0.210526
vraćaju	se	u	0.555556
vremena	da	se	0.750000
vremena	kad	je	0.750000
vremena	kada	je	0.428571
vremena	koji	je	0.625000
vremena	na	vrijeme	0.666667
vremena	u	kojem	0.214286
vrha	prema	dolje	0.750000
vrijednosti	koje	je	0.428571
vrijeme	bio	je	0.500000
vrijeme	da	se	0.375000
vrijeme	dok	je	0.500000
vrijeme	i	mjesto	0.157895
vrijeme	kad	je	0.590909
vrijeme	kada	je	0.480000
vrijeme	kada	se	0.200000
vrijeme	kada	su	0.160000
vrijeme	koje	je	0.500000
vrijeme	nije	bilo	0.214286
vrijeme	potrebno	za	0.800000
vrijeme	radio	je	0.600000
vrijeme	u	kojem	0.227273
vrlo	je	vjerojatno	0.190476
vrlo	je	važno	0.142857
vrlo	je	sličan	0.119048
vrlo	je	važna	0.071429
vrlo	često	se	0.148148
vrlo	često	i	0.111111
vrsta	od	kojih	0.800000
za	album	godine	0.285714
za	bilo	koju	0.333333
za	borbe	u	1.000000
za	dio	područja	0.750000
za	djecu	i	0.433333
za	glavnu	ulogu	0.500000
za	godinu	su	0.307692
za	gotovo	sve	0.428571
za	jednog	od	0.428571
za	jednu	od	0.375000
za	jelo	i	0.600000
za	još	jedan	0.200000
za	još	jednu	0.200000
za	kazalište	i	0.571429
za	kazalište	film	0.428571
za	klavir	i	0.571429
za	koja	se	0.750000
za	koje	se	0.341176
za	koje	je	0.282353
za	koje	su	0.188235
za	kojeg	se	0.518519
za	kojeg	je	0.222222
za	kojega	se	0.500000
za	koji	je	0.405405
za	koji	se	0.270270
za	koji	su	0.081081
za	kojim	je	0.750000
za	koju	je	0.416667
za	koju	se	0.208333
za	koju	su	0.062500
za	koju	kaže	0.062500
za	kralja	i	0.214286
za	kratko	vrijeme	1.000000
za	let	na	0.600000
za	ljude	koji	0.333333
za	ljudska	prava	1.000000
za	lov	na	0.666667
za	mali	nogomet	0.800000
za	manje	od	0.642857
za	manje	brodove	0.285714
za	medicinska	istraživanja	1.000000
za	milijuna	funti	0.571429
za	mnoge	druge	0.333333
za	muškarce	i	0.636364
za	nagradu	oscar	0.333333
za	najboljeg	igrača	0.600000
za	najbolji	film	0.344828
za	najbolji	album	0.172414
za	napad	na	0.583333
za	neke	od	0.400000
za	nekoliko	dana	0.210526
za	nekoliko	mjeseci	0.157895
za	njega	je	0.200000
za	njega	i	0.125000
za	njega	su	0.075000
za	njega	se	0.075000
