актьор	и	продуцент	0.750000
освен	това	е	0.056604
освен	това	в	0.051887
освен	това	се	0.047170
освен	това	не	0.042453
освен	това	са	0.033019
освен	това	има	0.033019
освен	това	той	0.033019
освен	това	те	0.028302
освен	това	за	0.023585
освен	това	според	0.023585
освен	това	от	0.018868
освен	това	и	0.018868
освен	това	на	0.018868
освен	това	по	0.018868
освен	това	че	0.014151
освен	това	няма	0.014151
освен	това	ако	0.014151
освен	това	бе	0.014151
освен	това	русия	0.014151
освен	това	тя	0.014151
освен	че	ще	0.171429
освен	че	се	0.114286
освен	че	е	0.085714
основните	причини	за	0.909091
основните	цели	на	0.750000
останалите	политически	сили	1.000000
останалите	членове	на	1.000000
останат	в	страната	0.222222
останат	в	сила	0.166667
останат	и	да	0.500000
остане	без	газ	0.375000
остане	на	власт	0.500000
остане	на	поста	0.285714
остане	природа	в	1.000000
отбор	и	да	0.250000
отбор	по	футбол	1.000000
отговаря	на	истината	0.194444
отговаря	на	всички	0.194444
отговаря	на	тези	0.111111
отговарят	на	въпроси	0.153846
отговарят	на	условията	0.153846
отговарят	на	истината	0.153846
отговор	на	въпрос	0.380952
отговор	на	въпроса	0.133333
отговор	на	този	0.038095
отговор	на	въпроси	0.038095
отговор	на	действията	0.038095
отговор	на	министъра	0.038095
отговор	от	страна	0.272727
отговора	на	въпроса	0.428571
отговора	си	на	0.300000
отдел	борба	с	1.000000
отказа	да	се	0.257143
отказа	да	отговори	0.085714
отколкото	в	началото	0.214286
отколкото	да	се	0.333333
отколкото	да	си	0.200000
отколкото	през	г	0.300000
отнася	и	за	0.769231
отнася	и	до	0.230769
отнема	много	време	1.000000
отношенията	между	двете	0.500000
отношенията	ни	със	0.444444
отношенията	ни	с	0.333333
отношенията	с	русия	0.875000
отношенията	си	с	0.785714
оценка	на	състоянието	0.217391
очакват	че	ще	0.750000
очи	в	очи	0.714286
още	в	началото	0.154412
още	в	първия	0.095588
още	в	края	0.073529
още	в	позицията	0.066176
още	в	първите	0.066176
още	в	съобщението	0.066176
още	в	самото	0.058824
още	в	сряда	0.036765
още	в	понеделник	0.036765
още	в	рамките	0.029412
още	в	събота	0.029412
още	в	неделя	0.022059
още	веднъж	да	0.250000
още	д	р	1.000000
още	да	се	0.461538
още	днес	ще	0.375000
още	долара	до	0.750000
още	доста	работа	1.000000
още	дълги	години	1.000000
още	е	много	0.105263
още	един	от	0.083333
още	един	проблем	0.050000
още	един	пример	0.050000
още	една	причина	0.098039
още	една	година	0.078431
още	една	седмица	0.058824
още	и	още	0.500000
още	има	много	0.133333
още	миналата	година	0.900000
още	много	други	0.133333
още	много	нови	0.100000
още	много	години	0.100000
още	много	работа	0.100000
още	могат	да	1.000000
още	може	да	1.000000
още	на	следващия	0.103448
още	на	август	0.103448
още	не	е	0.495763
още	не	са	0.245763
още	не	се	0.046610
още	не	сме	0.042373
още	не	може	0.016949
още	не	могат	0.016949
още	не	сте	0.012712
още	нищо	не	1.000000
още	няколко	месеца	0.176471
още	няма	решение	0.214286
още	няма	достатъчно	0.107143
още	от	г	0.106383
още	от	началото	0.063830
още	от	времето	0.063830
още	от	първия	0.063830
още	от	деня	0.053191
още	от	сутринта	0.042553
още	от	януари	0.031915
още	от	самото	0.031915
още	по	големи	0.084416
още	по	голямо	0.064935
още	по	голям	0.064935
още	по	малко	0.064935
още	по	голяма	0.045455
още	по	добре	0.032468
още	по	време	0.032468
още	по	високи	0.032468
още	по	зле	0.025974
още	по	добри	0.025974
още	по	силно	0.025974
още	по	лошо	0.025974
още	по	тежко	0.019481
още	повече	че	0.361446
още	повече	от	0.048193
още	повече	на	0.048193
още	повече	и	0.036145
още	повече	след	0.036145
още	преди	да	0.275862
още	преди	години	0.120690
още	преди	края	0.068966
още	преди	няколко	0.068966
още	преди	две	0.051724
още	през	г	0.388889
още	през	година	0.111111
още	през	март	0.055556
още	през	май	0.044444
още	през	лятото	0.044444
още	през	юни	0.044444
още	при	първото	0.500000
още	продължава	да	0.750000
още	са	в	0.214286
още	следващата	седмица	1.000000
още	същия	ден	0.833333
още	тази	седмица	0.555556
още	тази	година	0.333333
още	той	предаде	0.300000
още	трябва	да	1.000000
още	че	е	0.122951
още	че	в	0.057377
още	че	не	0.049180
още	че	ще	0.040984
още	че	се	0.040984
още	че	има	0.032787
още	че	за	0.032787
още	че	няма	0.032787
още	че	към	0.024590
още	четирима	души	0.800000
още	ще	се	0.500000
пазете	се	от	0.800000
пазят	в	тайна	0.600000
пак	в	тия	0.250000
пак	да	се	0.190476
пак	е	по	0.160000
пак	може	да	0.750000
пак	не	са	0.166667
пак	трябва	да	0.875000
пак	ще	се	0.111111
пак	ще	има	0.088889
пак	ще	е	0.066667
пак	ще	са	0.066667
парите	вече	са	1.000000
парите	които	са	0.307692
парите	не	са	0.600000
парите	си	в	0.187500
парите	ще	бъдат	0.500000
партията	може	да	1.000000
партията	му	е	0.120000
партията	му	няма	0.120000
партията	на	бившия	0.222222
партията	си	и	0.300000
партията	трябва	да	1.000000
партията	ще	се	0.600000
песни	и	танци	0.666667
пет	години	по	0.133333
пет	години	и	0.100000
пет	месеца	на	0.272727
писмо	до	кмета	0.250000
планира	да	се	0.150000
планира	да	започне	0.100000
планира	да	отвори	0.075000
планове	за	действие	0.214286
планове	как	да	0.750000
плодове	и	зеленчуци	0.931034
подаде	молба	за	1.000000
подаде	ръка	на	0.750000
подаде	сигнал	в	0.300000
подкрепа	за	да	0.125000
подкрепа	за	това	0.071429
подкрепа	и	от	0.214286
подкрепа	на	правителството	0.116667
подкрепа	на	бизнеса	0.066667
подкрепа	на	кабинета	0.050000
подкрепа	от	страна	0.135135
подкрепа	от	държавата	0.108108
подобен	на	този	1.000000
подобни	на	тези	0.384615
подход	не	е	0.750000
позволява	да	се	0.470588
позиция	в	която	0.187500
позиция	в	подкрепа	0.187500
позиция	до	медиите	1.000000
позиция	за	войната	0.272727
позиция	и	да	0.230769
позиция	на	страната	0.214286
позиция	по	отношение	0.307692
позиция	по	темата	0.230769
позицията	на	страната	0.172414
позицията	на	партията	0.103448
позицията	си	на	0.157895
позицията	си	за	0.157895
позицията	си	че	0.157895
поиска	да	се	0.333333
поиска	да	бъде	0.291667
поиска	от	съда	0.400000
поиска	помощ	от	0.666667
полезна	информация	за	0.571429
политика	за	да	0.363636
политика	за	сигурност	0.272727
политика	на	страната	0.217391
политика	на	държавата	0.173913
политика	по	отношение	0.500000
полицейска	операция	за	0.368421
полицейска	операция	в	0.157895
полицейски	автомобил	на	0.600000
полицейски	екип	е	0.600000
полицейски	служители	на	0.647059
полицейски	служители	са	0.117647
полицейски	служители	в	0.088235
положение	че	това	0.103448
положение	че	има	0.103448
получават	подкрепа	от	1.000000
помага	да	се	0.375000
помага	на	хората	0.190476
помежду	си	и	0.400000
поне	два	пъти	0.555556
поне	до	края	0.217391
поне	един	от	0.285714
поне	не	в	0.272727
поне	половината	от	0.555556
поне	три	пъти	0.333333
поне	част	от	1.000000
понякога	може	да	1.000000
поради	липса	на	1.000000
поради	липсата	на	1.000000
поради	тази	причина	0.894737
поради	това	че	0.266667
поради	факта	че	1.000000
последни	данни	на	0.375000
последно	място	в	0.130435
последно	място	е	0.130435
последно	през	г	0.666667
последното	място	в	1.000000
последното	правителство	на	1.000000
последното	проучване	на	0.750000
последствията	могат	да	1.000000
последствията	от	войната	0.285714
посолството	на	сащ	0.400000
посолството	на	русия	0.400000
посолството	ни	в	1.000000
постави	началото	на	1.000000
постави	под	съмнение	0.500000
почива	в	мир	1.000000
права	на	човека	0.714286
правата	на	човека	0.643836
правата	на	хората	0.054795
правата	на	държавата	0.041096
правата	на	жените	0.041096
правилно	да	се	0.833333
правосъдие	за	всеки	1.000000
превръща	в	нещо	0.115385
превръща	във	все	1.000000
превърна	в	най	0.116279
превърна	в	една	0.093023
превърна	в	по	0.069767
преди	влизане	в	1.000000
преди	всичко	на	0.157895
преди	втората	световна	0.800000
преди	година	и	0.257143
преди	години	в	0.080808
преди	години	е	0.070707
преди	години	се	0.050505
преди	години	на	0.050505
преди	години	но	0.040404
преди	години	беше	0.030303
преди	години	и	0.030303
преди	години	като	0.030303
преди	да	се	0.193548
преди	да	бъде	0.082949
преди	да	го	0.059908
преди	да	е	0.046083
преди	да	започне	0.046083
преди	да	са	0.032258
преди	да	я	0.027650
преди	да	бъдат	0.023041
преди	да	си	0.018433
преди	да	стане	0.018433
преди	да	има	0.018433
преди	да	ги	0.013825
преди	да	започнат	0.013825
преди	да	влязат	0.013825
преди	да	започнете	0.013825
преди	да	можете	0.013825
преди	да	стигне	0.013825
преди	два	дни	0.576923
преди	два	месеца	0.269231
преди	два	часа	0.115385
преди	две	години	0.615385
преди	две	седмици	0.384615
преди	десет	дни	0.750000
преди	дни	от	0.070175
преди	дни	в	0.070175
преди	дни	но	0.052632
преди	дни	излезе	0.052632
преди	дни	се	0.052632
преди	дни	стана	0.052632
преди	дни	той	0.052632
преди	доста	години	1.000000
преди	една	година	0.750000
преди	и	след	0.526316
преди	и	сега	0.157895
преди	и	по	0.157895
преди	известно	време	1.000000
преди	края	на	0.850000
преди	малко	повече	0.333333
преди	местните	избори	1.000000
преди	много	години	0.833333
преди	началото	на	0.923077
преди	ние	да	1.000000
преди	нова	година	1.000000
преди	няколко	години	0.351852
преди	няколко	дни	0.305556
преди	няколко	месеца	0.185185
преди	няколко	седмици	0.129630
преди	обяд	над	0.333333
преди	обяд	ще	0.250000
преди	около	месец	0.187500
преди	около	години	0.156250
преди	около	седмици	0.093750
преди	по	малко	0.818182
преди	повече	от	0.964286
преди	половин	година	1.000000
преди	русия	да	1.000000
преди	седем	години	0.750000
преди	седмица	в	0.294118
преди	смъртта	си	0.833333
преди	това	са	0.095745
преди	това	е	0.074468
преди	това	да	0.063830
преди	това	се	0.053191
преди	това	тя	0.031915
преди	това	обаче	0.031915
преди	това	трябва	0.031915
преди	това	те	0.031915
преди	три	години	0.411765
преди	три	дни	0.235294
преди	три	месеца	0.176471
преди	тя	да	1.000000
преди	четири	години	0.750000
предизвикателство	е	да	0.600000
предимно	между	и	1.000000
предимно	ясно	и	0.750000
предложение	да	се	0.428571
предложение	на	кмета	0.333333
предложение	ще	бъде	0.750000
предложението	е	на	0.333333
предложението	на	продължаваме	0.176471
предложението	на	комисията	0.176471
предложението	си	за	0.500000
предполагам	че	ще	0.166667
предполагам	че	има	0.166667
представете	си	какво	0.230769
представете	си	че	0.230769
представлява	около	от	0.666667
през	а	по	0.115385
през	август	г	0.300000
през	април	г	0.308642
през	април	тази	0.074074
през	април	миналата	0.049383
през	април	и	0.037037
през	април	когато	0.037037
през	април	на	0.037037
през	април	се	0.037037
през	април	че	0.037037
през	втората	половина	0.424242
през	втората	част	0.272727
през	втората	световна	0.181818
през	г	и	0.069939
през	г	в	0.058896
през	г	е	0.044172
през	г	когато	0.039264
през	г	от	0.033129
през	г	са	0.030675
през	г	с	0.029448
през	г	а	0.026994
през	г	на	0.026994
през	г	като	0.025767
през	г	той	0.025767
през	г	след	0.023313
през	г	по	0.020859
през	г	за	0.020859
през	г	се	0.018405
през	г	но	0.018405
през	г	през	0.012270
през	г	беше	0.011043
през	г	при	0.011043
през	г	ще	0.011043
през	г	най	0.011043
през	г	да	0.009816
през	г	бе	0.008589
през	г	до	0.008589
през	г	във	0.007362
през	г	което	0.007362
през	г	те	0.007362
през	г	заради	0.007362
през	г	обаче	0.007362
през	г	това	0.006135
през	година	когато	0.108696
през	година	в	0.086957
през	година	е	0.076087
през	година	но	0.054348
през	година	и	0.043478
през	година	след	0.043478
през	година	на	0.043478
през	година	по	0.043478
през	година	като	0.043478
през	година	са	0.032609
през	годините	е	0.106061
през	годините	са	0.075758
през	годините	се	0.075758
през	годините	на	0.060606
през	годините	като	0.045455
през	годините	за	0.045455
през	декември	г	0.358491
през	декември	миналата	0.075472
през	декември	година	0.075472
през	деня	ще	0.200000
през	деня	от	0.075000
през	деня	на	0.075000
през	живота	си	1.000000
през	зимата	и	0.114286
през	зимата	а	0.085714
през	зимата	на	0.085714
през	и	г	0.700000
през	и	година	0.133333
през	лятото	на	0.444444
през	лятото	и	0.063492
през	май	г	0.193548
през	май	месец	0.064516
през	май	и	0.064516
през	май	тази	0.048387
през	март	г	0.259259
през	март	тази	0.098765
през	март	година	0.074074
през	март	след	0.037037
през	март	от	0.037037
през	март	и	0.037037
през	март	април	0.037037
през	месец	март	0.205882
през	месец	май	0.147059
през	месец	април	0.117647
през	месец	ноември	0.088235
през	месец	декември	0.088235
през	месец	юли	0.088235
през	месец	юни	0.088235
през	миналата	година	0.876404
през	миналата	седмица	0.101124
през	миналия	месец	0.428571
през	миналия	сезон	0.428571
през	миналото	лято	1.000000
през	новата	година	0.833333
през	новия	сезон	0.600000
през	ноември	г	0.328358
през	ноември	миналата	0.134328
през	ноември	година	0.074627
през	ноември	и	0.044776
през	нощта	срещу	0.146667
през	нощта	на	0.120000
през	нощта	ще	0.080000
през	нощта	и	0.066667
през	нощта	в	0.053333
през	нощта	по	0.040000
през	октомври	г	0.200000
през	октомври	миналата	0.083333
през	октомври	се	0.066667
през	по	голямата	0.923077
през	повечето	време	0.600000
през	последната	година	0.607143
през	последната	седмица	0.214286
през	последните	години	0.330435
през	последните	месеци	0.121739
през	последните	дни	0.095652
през	последните	две	0.078261
през	последните	няколко	0.075362
през	последните	седмици	0.072464
през	последните	часа	0.049275
през	последните	месеца	0.040580
през	последните	три	0.037681
през	последните	десет	0.017391
през	последните	пет	0.014493
през	последните	седем	0.014493
през	последните	два	0.014493
през	последните	четири	0.011594
през	последните	г	0.008696
през	последния	месец	1.000000
през	пролетта	на	0.516129
през	първата	половина	0.545455
през	първата	световна	0.136364
през	първата	седмица	0.136364
през	първите	дни	0.238095
през	първите	три	0.166667
през	първите	седмици	0.119048
през	първите	шест	0.071429
през	първите	месеца	0.071429
през	първия	месец	0.600000
през	септември	г	0.133333
през	септември	и	0.083333
през	септември	ще	0.083333
през	септември	миналата	0.050000
през	септември	година	0.050000
през	следващата	година	0.645161
през	следващата	седмица	0.177419
през	следващата	една	0.161290
през	следващите	дни	0.178947
през	следващите	години	0.178947
през	следващите	месеци	0.147368
през	следващите	няколко	0.084211
през	следващите	две	0.073684
през	следващите	три	0.073684
през	следващите	седмици	0.063158
през	следващите	месеца	0.052632
през	следващите	пет	0.031579
през	следващите	шест	0.031579
през	следващия	месец	0.727273
през	същата	година	1.000000
през	същия	период	0.857143
през	тази	година	0.750000
през	тази	седмица	0.105769
през	тази	зима	0.067308
през	тази	и	0.028846
през	те	години	0.787234
през	те	и	0.085106
през	тези	години	0.428571
през	територията	на	1.000000
през	това	време	0.785714
през	това	лято	0.107143
през	този	период	0.439024
през	този	сезон	0.243902
през	този	ден	0.121951
през	този	уикенд	0.073171
през	уикенда	от	0.166667
през	уикенда	в	0.125000
през	февруари	г	0.207547
през	февруари	ще	0.075472
през	февруари	когато	0.056604
през	февруари	и	0.056604
през	целия	ден	0.435897
през	целия	си	0.153846
през	целия	месец	0.128205
през	целия	живот	0.076923
през	цялата	г	0.333333
през	цялото	време	0.863636
през	черно	море	1.000000
през	юли	г	0.175676
през	юли	и	0.094595
през	юли	тази	0.054054
през	юли	миналата	0.054054
през	юли	а	0.040541
през	юли	е	0.040541
през	юли	че	0.040541
през	юли	в	0.040541
през	юли	на	0.040541
през	юни	и	0.142857
през	юни	г	0.142857
през	юни	година	0.085714
през	юни	ще	0.057143
през	юни	в	0.057143
през	юни	да	0.042857
през	януари	г	0.448276
през	януари	тази	0.051724
президент	александър	ван	1.000000
президент	каза	че	0.428571
президент	на	сащ	0.500000
президента	е	да	0.500000
президента	на	сащ	0.461538
премине	към	министерството	0.375000
престъпления	свързани	с	1.000000
престъпления	срещу	човечеството	0.833333
привлече	вниманието	на	0.727273
прието	предложението	на	0.750000
прието	със	гласа	1.000000
пример	за	това	0.551724
пример	на	всички	0.375000
пример	с	това	0.250000
приоритет	на	министерството	0.200000
присъда	от	месеца	0.600000
присъства	и	на	0.750000
присъствието	си	в	0.428571
причина	да	се	0.592593
причина	да	е	0.111111
причина	е	че	0.750000
причина	за	това	0.184211
причина	за	катастрофата	0.078947
причина	поради	която	1.000000
причинил	смъртта	на	0.750000
причините	за	това	0.310345
причините	за	инцидента	0.137931
причините	поради	които	0.750000
приятели	и	роднини	0.150000
проблемите	свързани	с	0.833333
програма	достъп	до	1.000000
програма	за	г	0.137931
програма	за	развитие	0.137931
програма	за	управление	0.103448
програма	която	да	0.428571
програма	на	правителството	0.285714
програма	на	кабинета	0.214286
програма	развитие	на	1.000000
програма	ще	се	0.500000
продукт	на	страната	0.600000
продължава	да	се	0.207143
продължава	да	е	0.135714
продължава	да	расте	0.078571
продължава	да	бъде	0.071429
продължава	да	работи	0.042857
продължава	да	има	0.028571
продължава	да	държи	0.021429
продължава	да	тече	0.021429
продължава	да	твърди	0.021429
продължава	до	г	0.333333
продължава	и	до	0.210526
продължаваме	да	се	0.333333
продължаваме	промяната	и	0.210084
продължаваме	промяната	за	0.067227
продължаваме	промяната	е	0.054622
продължаваме	промяната	в	0.042017
продължаваме	промяната	ще	0.037815
продължаваме	промяната	са	0.033613
продължаваме	промяната	на	0.029412
продължаваме	промяната	няма	0.029412
продължаваме	промяната	се	0.025210
продължаваме	промяната	които	0.025210
продължаваме	промяната	не	0.021008
продължаваме	промяната	да	0.021008
продължаваме	промяната	че	0.021008
продължаваме	промяната	каза	0.016807
продължаваме	промяната	като	0.016807
продължаваме	промяната	с	0.016807
продължаваме	промяната	също	0.016807
продължаваме	промяната	ако	0.012605
продължаваме	промяната	след	0.012605
промени	в	закона	0.471429
промени	в	начина	0.042857
промени	които	да	0.300000
промени	позицията	си	0.800000
промяна	в	закона	0.093023
промяна	в	политиката	0.069767
промяна	на	закона	0.178571
промяна	няма	да	0.800000
промяната	за	да	0.333333
промяната	и	има	0.111111
промяната	и	да	0.111111
промяната	не	е	0.666667
промяната	няма	да	1.000000
проучване	на	алфа	0.272727
процедура	за	избор	0.588235
процедура	по	избор	0.500000
процеса	на	работа	0.500000
пръв	поглед	изглежда	0.230769
пръв	път	от	0.203390
пръв	път	в	0.169492
пръв	път	след	0.050847
пълни	с	вода	0.333333
първа	и	втора	0.909091
първа	помощ	и	0.300000
първа	стъпка	към	0.300000
първа	точка	в	0.333333
първите	два	месеца	0.461538
първите	два	три	0.230769
първите	две	години	0.300000
първите	дни	на	0.571429
първите	дни	след	0.107143
първите	които	се	0.500000
първите	месеца	на	0.692308
първите	месеци	на	0.700000
първите	осем	месеца	0.750000
първите	пет	месеца	0.500000
първите	седмици	на	1.000000
първите	си	стъпки	0.375000
първите	три	месеца	0.647059
първите	часове	на	1.000000
първите	шест	месеца	0.900000
първият	опит	за	0.750000
първият	от	тях	0.500000
първият	път	когато	0.384615
първият	път	в	0.307692
пътя	между	с	0.714286
пътя	на	страната	0.176471
работи	в	тази	0.065217
работи	за	да	0.153846
работи	и	да	0.100000
работи	и	на	0.080000
работи	и	за	0.080000
работи	и	по	0.060000
работи	и	ще	0.060000
работи	като	консултант	0.333333
работи	на	русия	0.280000
работи	по	този	0.100000
работи	се	по	0.375000
работи	се	за	0.187500
работим	за	да	0.363636
работим	заедно	за	0.375000
работим	с	всички	0.300000
работници	и	служители	0.666667
работят	за	да	0.272727
работят	заедно	за	0.555556
работят	и	да	0.166667
работят	над	души	0.571429
работят	служители	на	0.750000
радвам	се	че	0.761905
раждането	на	дете	0.333333
разбра	от	думите	0.500000
развитие	на	децата	0.079365
развитие	на	страната	0.079365
развитие	на	събитията	0.063492
развитие	на	града	0.047619
развитие	на	човешките	0.047619
развитие	на	ситуацията	0.047619
развитие	на	нещата	0.047619
развитие	тъй	като	1.000000
различна	от	тази	0.500000
разпит	в	прокуратурата	1.000000
разумно	е	да	0.800000
разходите	за	труд	0.109091
разходите	за	живот	0.072727
разходите	за	енергия	0.072727
разходите	за	лично	0.054545
разходите	за	ток	0.054545
разходите	на	компанията	0.500000
разходите	си	за	0.428571
рамките	на	дни	0.058537
рамките	на	този	0.058537
рамките	на	няколко	0.053659
рамките	на	три	0.043902
рамките	на	тази	0.034146
рамките	на	следващите	0.034146
рамките	на	два	0.034146
рамките	на	месеца	0.034146
рамките	на	програмата	0.029268
рамките	на	деня	0.024390
рамките	на	часа	0.019512
рамките	на	година	0.019512
рамките	на	това	0.019512
рамките	на	един	0.019512
рамките	на	годината	0.019512
рамките	на	пет	0.019512
рамките	на	проекта	0.014634
рамките	на	месец	0.014634
рамките	на	тези	0.014634
рамките	на	политиката	0.014634
рамките	на	минути	0.014634
редно	да	се	0.444444
резултатът	е	че	0.312500
ресурси	трябва	да	1.000000
решение	да	се	0.214286
решение	да	бъде	0.178571
решение	да	не	0.142857
решение	дали	да	0.666667
решение	за	това	0.142857
решение	за	съдбата	0.107143
решение	за	промени	0.107143
решение	и	за	0.238095
решение	как	да	0.600000
решение	което	може	0.176471
решение	може	да	1.000000
решение	на	проблема	0.323529
решение	на	съда	0.073529
решение	на	съвета	0.058824
решение	на	правителството	0.058824
решение	от	страна	0.157895
решение	по	отношение	0.300000
решение	с	което	0.909091
решение	след	като	1.000000
решение	трябва	да	1.000000
решение	тъй	като	1.000000
решението	да	бъде	0.285714
решението	да	се	0.250000
решението	да	бъдат	0.107143
решението	е	взето	0.406250
решението	е	на	0.187500
решението	му	да	0.333333
решението	на	съда	0.166667
решението	на	правителството	0.129630
решението	на	кабинета	0.074074
решението	на	русия	0.055556
решението	си	да	0.466667
решението	трябва	да	1.000000
реши	да	се	0.123077
реши	да	не	0.076923
реши	да	го	0.061538
реши	да	запази	0.046154
реши	да	прекрати	0.046154
реши	дали	да	0.384615
риск	да	се	0.428571
риск	за	националната	0.166667
риск	от	тежко	0.187500
рождения	ден	на	0.666667
рождения	й	ден	1.000000
рождения	му	ден	1.000000
рождения	си	ден	1.000000
роля	във	филма	1.000000
русия	а	ако	0.307692
русия	в	софия	0.121212
русия	в	момента	0.090909
русия	в	отговор	0.090909
русия	все	още	0.571429
русия	да	се	0.190476
русия	да	не	0.142857
русия	да	спре	0.079365
русия	да	бъде	0.063492
русия	е	готова	0.056604
русия	е	една	0.056604
русия	за	да	0.411765
русия	за	германия	0.088235
русия	започна	да	0.750000
русия	заради	войната	0.727273
русия	и	китай	0.121951
русия	и	да	0.097561
русия	и	сащ	0.048780
русия	и	от	0.036585
русия	и	че	0.036585
русия	и	на	0.036585
русия	и	ще	0.036585
русия	иска	да	0.615385
русия	казва	че	1.000000
русия	както	и	0.500000
русия	може	да	1.000000
русия	не	е	0.226415
русия	не	са	0.113208
русия	не	се	0.113208
русия	не	може	0.094340
русия	никога	не	1.000000
русия	няма	да	0.653846
русия	обяви	че	0.666667
русия	от	началото	0.285714
русия	по	време	0.272727
русия	през	г	0.384615
русия	се	опитва	0.235294
русия	след	като	0.600000
русия	съобщи	че	0.600000
русия	твърди	че	1.000000
русия	трябва	да	1.000000
русия	у	нас	1.000000
русия	ще	се	0.214286
русия	ще	продължи	0.071429
русия	ще	използва	0.071429
ръце	зад	гърба	1.000000
с	а	на	0.250000
с	а	за	0.150000
с	автобус	на	0.444444
с	аплодисменти	от	0.750000
с	баща	си	0.461538
с	баща	му	0.384615
с	бившата	си	0.750000
с	близки	и	0.600000
с	близките	си	0.833333
с	близо	до	0.100000
с	богат	опит	0.571429
с	бясна	скорост	1.000000
с	в	сравнение	0.272727
с	в	софия	0.136364
с	в	мач	0.136364
с	висок	риск	0.444444
с	височина	от	0.500000
с	водач	годишен	1.000000
с	войната	в	0.764706
с	все	още	0.500000
с	всеки	един	0.285714
с	всеки	от	0.214286
с	всички	сили	0.133333
с	всички	възможни	0.088889
с	всички	останали	0.088889
с	всички	политически	0.066667
с	всички	средства	0.066667
с	всичките	си	0.700000
с	всяка	една	0.400000
с	всяка	година	0.300000
с	втората	световна	0.600000
с	възможност	за	0.625000
с	възможностите	за	0.428571
с	външния	си	0.375000
с	външния	свят	0.375000
с	глава	и	0.176471
с	главата	надолу	0.750000
с	главния	прокурор	0.571429
с	гласа	за	0.720000
с	гласовете	на	0.933333
с	гледка	към	1.000000
с	година	по	0.750000
с	годишен	водач	0.714286
с	гол	на	0.833333
с	голям	интерес	0.300000
с	голяма	част	0.250000
с	готовност	да	0.750000
с	д	р	0.750000
с	данните	от	0.428571
с	две	думи	0.108696
с	две	ръце	0.086957
с	две	седмици	0.086957
с	две	точки	0.065217
с	действията	си	0.500000
с	делата	си	0.500000
с	десет	души	0.600000
с	деца	и	0.200000
с	деца	от	0.150000
с	директора	на	1.000000
с	до	долара	0.200000
с	до	процента	0.133333
с	до	души	0.100000
с	до	г	0.100000
с	доставка	през	0.875000
с	достатъчно	средства	0.375000
с	други	думи	0.537313
с	думите	че	0.434783
с	думите	на	0.217391
с	дълго	оръжие	1.000000
с	дъщеря	си	0.875000
с	дял	от	0.571429
с	евро	на	0.375000
с	един	от	0.175000
с	един	час	0.125000
с	един	месец	0.100000
с	един	глас	0.075000
с	единствената	цел	1.000000
с	една	единствена	0.109375
с	една	трета	0.109375
с	една	от	0.078125
с	една	дума	0.078125
с	една	година	0.062500
с	една	цел	0.046875
с	една	идея	0.046875
с	едни	и	0.500000
с	езика	на	0.750000
с	екипа	си	0.272727
с	елементи	на	1.000000
с	желанието	да	0.375000
с	желанието	на	0.375000
с	жертви	и	1.000000
с	живота	си	0.416667
с	живота	и	0.333333
с	и	с	0.200000
с	и	звезди	0.171429
с	идеята	да	0.578947
с	идеята	че	0.263158
с	избора	на	0.666667
с	изключение	на	0.976744
с	или	с	0.500000
с	имена	и	0.800000
с	имената	на	0.600000
с	името	на	0.500000
с	името	си	0.300000
с	информация	за	0.600000
с	информация	от	0.300000
с	кадри	на	0.750000
с	какво	да	0.279070
с	какво	се	0.186047
с	каквото	може	0.333333
с	както	и	0.714286
с	камъни	и	0.428571
с	като	гост	0.555556
с	кмета	на	0.800000
с	когото	са	0.263158
с	когото	се	0.157895
с	което	се	0.200000
с	което	да	0.145455
с	което	е	0.090909
с	което	са	0.036364
с	което	ние	0.027273
с	които	да	0.204969
с	които	се	0.173913
с	които	е	0.068323
с	които	са	0.024845
с	които	работят	0.024845
с	които	ще	0.024845
с	които	трябва	0.018634
с	които	не	0.018634
с	които	сме	0.018634
с	който	да	0.240000
с	който	се	0.160000
с	който	е	0.080000
с	който	са	0.040000
с	който	ще	0.040000
с	колата	си	0.666667
с	колегите	си	0.363636
с	колегите	от	0.136364
с	комбинация	от	1.000000
с	която	се	0.244898
с	която	да	0.091837
с	която	са	0.071429
с	която	е	0.040816
с	която	ще	0.040816
с	която	имат	0.030612
с	която	разполагаме	0.030612
с	кралица	елизабет	1.000000
с	края	на	1.000000
с	липса	на	1.000000
с	липсата	на	1.000000
с	лична	карта	1.000000
с	майка	си	0.777778
с	малки	деца	0.375000
с	малко	повече	0.214286
с	машина	или	0.750000
с	миналата	година	1.000000
с	министерството	на	0.714286
с	министъра	на	0.888889
с	мисъл	за	1.000000
с	много	пари	0.093333
с	много	по	0.053333
с	много	настроение	0.040000
с	моите	родители	0.600000
с	молба	за	0.461538
с	молба	да	0.384615
с	мотив	че	1.000000
с	мощност	от	0.750000
с	моя	екип	0.428571
с	мъжа	си	0.875000
с	на	сто	0.740385
с	на	годишна	0.153846
с	на	метра	0.038462
с	над	на	0.131148
с	над	хил	0.081967
с	над	през	0.049180
с	над	годишен	0.049180
с	над	процента	0.049180
с	над	км	0.049180
с	надежда	да	0.500000
с	надеждата	да	0.307692
с	надеждата	че	0.230769
с	най	голям	0.148936
с	най	висок	0.095745
с	най	много	0.095745
с	най	голяма	0.085106
с	най	голямо	0.053191
с	най	голямата	0.042553
с	най	различни	0.042553
с	най	висока	0.031915
с	най	малко	0.031915
с	най	големите	0.031915
