آ	اس	رم	1.000000
دست	گرفتند	و	0.666667
دست	گرفته	است	0.583333
دست	یافته	است	0.368421
دست	یافته	و	0.263158
دست	یافته	بود	0.157895
دسترس	خارج	شده	0.600000
دسترس	عموم	قرار	0.500000
دسترس	عموم	مردم	0.375000
دسترس	قرار	گرفت	0.400000
دسترسی	به	اطلاعات	0.132075
دسترسی	به	این	0.113208
دسترسی	به	آن	0.094340
دسترسی	به	اینترنت	0.056604
دسترسی	به	آب	0.056604
دسترسی	داشته	باشد	0.333333
دسترسی	داشته	باشند	0.333333
دسترسی	داشته	باشید	0.200000
دسترسی	مردم	به	0.800000
دسترسی	پیدا	کنید	0.250000
دسترسی	پیدا	کنند	0.200000
دسترسی	پیدا	کند	0.200000
دستگیر	خواهند	شد	1.000000
دستگیر	شد	و	0.583333
دستگیر	شدند	و	0.454545
دستگیر	شدند	که	0.272727
دستگیر	شده	و	0.225000
دستگیر	شده	است	0.150000
دستگیر	شده	بودند	0.100000
دستگیر	شده	در	0.075000
دستگیر	و	به	0.448276
دستگیر	و	پس	0.086207
دستگیر	و	تحویل	0.086207
دستگیر	کردند	و	0.428571
دستگیر	کردند	که	0.428571
دستگیر	کرده	است	0.600000
دشمنان	قسم	خورده	1.000000
دفتر	آموزش	و	1.000000
دفتر	اسناد	رسمی	1.000000
دفتر	اقتصاد	مسکن	1.000000
دفتر	امور	زنان	0.250000
دفتر	امور	اجتماعی	0.250000
دفتر	حفظ	و	1.000000
دفتر	رئیس	جمهور	0.833333
دفتر	سیاسی	جنبش	0.880000
دفتر	نخست	وزیر	1.000000
دقیقا	به	چه	0.428571
دقیقا	همان	چیزی	0.375000
دقیقا	چه	چیزی	0.307692
دقیقا	چه	اتفاقی	0.230769
دقیقه	با	یک	0.200000
دقیقه	بازی	با	0.300000
دقیقه	بعد	از	0.416667
دقیقه	به	گل	0.200000
دقیقه	به	وقت	0.120000
دقیقه	به	مرکز	0.120000
دقیقه	در	روز	0.166667
دقیقه	در	هفته	0.166667
دقیقه	صبح	امروز	0.333333
دقیقه	موفق	شد	0.750000
دقیقه	و	ثانیه	0.294118
دقیقه	وقت	اضافه	0.833333
دقیقه	پس	از	1.000000
دلیلش	هم	این	0.500000
دنبال	آن	است	0.250000
دنبال	آن	هستیم	0.194444
دنبال	استفاده	از	1.000000
دنبال	افزایش	قیمت	0.444444
دنبال	این	هستند	0.186441
دنبال	این	هستیم	0.186441
دنبال	این	است	0.152542
دنبال	این	حادثه	0.050847
دنبال	جذب	یک	0.500000
دنبال	خواهد	شد	0.428571
دنبال	خواهد	داشت	0.428571
دنبال	خواهد	کرد	0.142857
دنبال	خواهند	کرد	1.000000
دنبال	خواهیم	کرد	1.000000
دنبال	دارد	که	1.000000
دنبال	داشته	است	0.555556
دنبال	داشته	باشد	0.277778
دنبال	راهی	برای	0.750000
دنبال	رفع	مشکلات	0.600000
دنبال	می	کنیم	0.266667
دنبال	می	شود	0.200000
دنبال	می	کند	0.200000
دنبال	میکند	و	0.375000
دنبال	میکند	تا	0.250000
دنبال	کرده	است	0.750000
دهنده	این	است	0.466667
دوباره	آن	را	0.600000
دوباره	با	هم	0.428571
دوباره	به	سمت	0.096154
دوباره	به	تیم	0.076923
دوباره	به	عنوان	0.076923
دوباره	به	چرخه	0.057692
دوباره	زنده	شد	0.750000
دور	از	انتظار	0.344086
دور	از	واقعیت	0.086022
دور	از	ذهن	0.075269
دور	از	چشم	0.064516
دور	از	ساحل	0.053763
دور	از	این	0.043011
دور	از	دسترس	0.032258
دور	است	که	0.428571
دور	اول	با	0.400000
دور	اول	انتخابات	0.120000
دور	اول	سفر	0.120000
دور	بعد	با	0.363636
دور	تا	دور	1.000000
دور	جدیدی	از	1.000000
دور	خواهد	بود	0.750000
دور	دوم	با	0.269231
دور	دوم	انتخابات	0.211538
دور	دوم	سفر	0.096154
دور	دوم	جام	0.057692
دور	رفت	را	0.375000
دور	رقابت	ها	1.000000
دور	شدن	از	0.571429
دور	نخست	با	0.391304
دور	نخست	در	0.304348
دور	نخست	استراحت	0.130435
دور	نگه	دارد	0.444444
دور	هم	جمع	0.736842
دور	و	بر	0.208333
دور	و	نزدیک	0.166667
دور	و	به	0.125000
دور	کره	زمین	1.000000
دوران	دفاع	مقدس	1.000000
دوران	قبل	از	1.000000
دوران	پس	از	1.000000
دوربین	مدار	بسته	1.000000
دوستانه	خود	در	0.600000
دولت	آمریکا	و	0.061224
دولت	آمریکا	با	0.061224
دولت	آمریکا	برای	0.061224
دولت	آمریکا	در	0.061224
دولت	ادامه	داد	1.000000
دولت	از	محل	0.081081
دولت	است	و	0.555556
دولت	است	که	0.148148
دولت	اضافه	کرد	0.750000
دولت	ایالات	متحده	1.000000
دولت	این	کشور	0.550000
دولت	این	است	0.200000
دولت	با	حضور	0.148148
دولت	باید	از	0.166667
دولت	باید	در	0.125000
دولت	باید	برای	0.125000
دولت	برای	حل	0.096774
دولت	به	مجلس	0.061538
دولت	به	دنبال	0.061538
دولت	به	این	0.061538
دولت	به	منظور	0.046154
دولت	به	هیچ	0.046154
دولت	بود	که	1.000000
دولت	بوده	و	0.750000
دولت	خبر	داد	1.000000
دولت	در	این	0.122642
دولت	در	حال	0.037736
دولت	در	زمینه	0.037736
دولت	در	سال	0.028302
دولت	در	بخش	0.028302
دولت	در	خصوص	0.028302
دولت	در	یک	0.028302
دولت	در	سیاست	0.028302
دولت	در	جمع	0.028302
دولت	در	حوزه	0.028302
دولت	را	به	0.264706
دولت	را	در	0.176471
دولت	زیر	بار	1.000000
دولت	عراق	در	0.227273
دولت	فدرال	آمریکا	0.428571
دولت	قبل	از	0.125000
دولت	مجلس	و	1.000000
دولت	مستقر	در	0.666667
دولت	نجات	ملی	1.000000
دولت	نسبت	به	1.000000
دولت	ها	در	0.250000
دولت	هم	در	0.214286
دولت	و	مجلس	0.256881
دولت	و	ملت	0.082569
دولت	و	مردم	0.055046
دولت	و	بخش	0.055046
دولت	و	وزارت	0.036697
دولت	و	رئیس	0.027523
دولت	و	نیروهای	0.027523
دولت	چین	برای	0.230769
دولت	گفت	در	0.250000
دی	ان	ای	1.000000
دی	ماه	سال	0.190476
دی	ماه	در	0.142857
دی	ماه	با	0.095238
دید	در	شب	0.294118
دید	در	نهایت	0.235294
دید	که	آیا	0.138889
دید	که	در	0.083333
دیگر	آن	را	0.250000
دیگر	از	این	0.110169
دیگر	از	جمله	0.076271
دیگر	از	اعضای	0.050847
دیگر	از	موارد	0.042373
دیگر	از	طریق	0.042373
دیگر	از	آن	0.033898
دیگر	از	اقدامات	0.033898
دیگر	از	مشکلات	0.033898
دیگر	از	نقاط	0.025424
دیگر	است	که	0.250000
دیگر	است	و	0.250000
دیگر	اعلام	کرد	0.500000
دیگر	اقدامات	انجام	0.300000
دیگر	اقدامات	صورت	0.300000
دیگر	این	است	0.140000
دیگر	این	کشور	0.100000
دیگر	این	برنامه	0.080000
دیگر	با	این	0.222222
دیگر	با	توجه	0.138889
دیگر	باید	منتظر	0.333333
دیگر	برنامه	های	0.714286
دیگر	به	عنوان	0.055118
دیگر	به	این	0.039370
دیگر	به	نام	0.039370
دیگر	به	دنبال	0.031496
دیگر	به	آن	0.031496
دیگر	به	سراغ	0.023622
دیگر	به	ویژه	0.023622
دیگر	توجه	به	0.750000
دیگر	توصیه	های	1.000000
دیگر	خبر	داد	0.666667
دیگر	خبری	از	0.600000
دیگر	در	این	0.145299
دیگر	در	میان	0.025641
دیگر	در	اختیار	0.025641
دیگر	در	سال	0.025641
دیگر	در	شهر	0.025641
دیگر	دولت	در	0.500000
دیگر	رئیس	جمهور	0.428571
دیگر	را	هم	0.218182
دیگر	را	در	0.072727
دیگر	را	از	0.072727
دیگر	را	به	0.072727
دیگر	را	که	0.054545
دیگر	زخمی	شدند	1.000000
دیگر	لازم	نیست	1.000000
دیگر	متفاوت	است	0.800000
دیگر	مجروح	شدند	1.000000
دیگر	مربوط	به	0.833333
دیگر	مرتبط	با	1.000000
دیگر	ممکن	است	1.000000
دیگر	نمی	تواند	0.750000
دیگر	نیازی	به	0.636364
دیگر	هم	در	0.153846
دیگر	هم	به	0.096154
دیگر	و	با	0.176471
دیگر	وجود	دارد	0.571429
دیگر	پس	از	1.000000
دیگر	که	در	0.181818
دیگر	که	به	0.136364
دیگر	یکی	از	1.000000
دیگران	آنها	را	1.000000
دیگران	را	به	0.318182
ذخیره	سازی	و	0.250000
ذخیره	شده	و	0.375000
ذخیره	شده	است	0.375000
ذخیره	کنید	و	1.000000
راست	و	چپ	0.300000
رانندگی	شد	و	1.000000
راه	آهن	روسیه	0.125000
راه	آهن	کشور	0.125000
راه	است	که	0.444444
راه	افتاده	و	0.500000
راه	انداخت	و	0.500000
راه	انداخته	است	0.545455
راه	انداخته	و	0.363636
راه	این	است	0.800000
راه	بازگشت	به	0.666667
راه	به	جایی	0.421053
راه	حل	دو	0.153846
راه	حل	برای	0.096154
راه	حل	های	0.096154
راه	حل	سیاسی	0.076923
راه	خود	ادامه	0.416667
راه	خود	را	0.250000
راه	دور	و	0.150000
راه	دور	برای	0.150000
راه	را	برای	0.470588
راه	را	بر	0.117647
راه	را	ادامه	0.088235
راه	را	به	0.088235
راه	رسیدن	به	0.857143
راه	رفتن	به	0.120000
راه	مبارزه	با	1.000000
راه	مقابله	با	1.000000
راه	و	روش	0.173913
راه	و	رسم	0.173913
راه	پیدا	کند	0.400000
راه	پیدا	کرد	0.200000
راه	یافته	به	0.384615
راه	یافته	است	0.307692
راهی	محل	حادثه	0.625000
رتبه	اول	را	0.294118
رتبه	اول	کشور	0.176471
رتبه	بندی	پرداخت	0.120000
رتبه	دوم	را	0.200000
رتبه	دوم	قرار	0.200000
رتبه	دوم	این	0.200000
رتبه	را	در	0.500000
رتبه	سوم	را	0.250000
رتبه	نخست	کشور	0.500000
رسما	آغاز	شد	0.500000
رسما	اعلام	کرد	0.400000
رفتن	به	سمت	0.130435
رمز	و	راز	1.000000
رهبر	انقلاب	در	0.263889
رهبر	انقلاب	از	0.083333
رهبر	انقلاب	و	0.069444
رهبر	انقلاب	به	0.055556
رهبر	کره	شمالی	1.000000
رهبران	دو	کشور	1.000000
رو	از	کجا	0.214286
رو	برداشت	و	1.000000
رو	به	جلو	0.162162
رو	به	افزایش	0.151351
رو	به	رو	0.135135
رو	به	رشد	0.118919
رو	به	پایان	0.032432
رو	به	کاهش	0.027027
رو	به	اتمام	0.027027
رو	به	پیشرفت	0.021622
رو	به	بهبود	0.021622
رو	به	گسترش	0.021622
رو	به	توسعه	0.016216
رو	دارد	و	0.750000
رو	داریم	و	0.600000
رو	در	رو	0.187500
رو	در	روی	0.156250
رو	شده	است	0.800000
رو	لازم	است	0.750000
روبرو	بوده	است	0.750000
روبرو	خواهد	شد	0.833333
روبرو	خواهند	شد	1.000000
روبرو	شد	و	0.285714
روبرو	شد	که	0.285714
روبرو	شده	است	0.750000
روبه	رو	شده	0.307692
روزانه	بیش	از	1.000000
روزانه	خود	از	0.400000
روزانه	نزدیک	به	1.000000
روزانه	هزار	بشکه	0.333333
روزنامه	آمریکایی	وال	0.214286
روزنامه	اصلاح	طلب	1.000000
روزنامه	اعتماد	نوشت	0.357143
روزنامه	اعتماد	در	0.214286
روزنامه	به	نقل	1.000000
روزنامه	جوان	نوشت	0.500000
روزنامه	دنیای	اقتصاد	1.000000
روزنامه	های	امروز	0.800000
روزنامه	واشنگتن	پست	1.000000
روزه	از	ساعت	0.833333
روزه	خود	به	0.500000
روزها	به	دلیل	0.157895
روزها	در	حال	0.111111
روزی	است	که	0.739130
روزی	که	این	0.114286
روزی	که	به	0.085714
روزی	که	از	0.085714
روشن	است	که	0.444444
روشن	است	و	0.296296
روشن	شده	که	0.500000
روشن	نیست	که	0.666667
روشن	و	شفاف	0.266667
روشن	کرده	است	0.500000
روشن	کرده	و	0.300000
روی	آن	کار	0.093750
روی	آن	را	0.078125
روی	آن	نوشته	0.062500
روی	آن	حساب	0.046875
روی	آنتن	شبکه	0.300000
روی	آنتن	زنده	0.200000
روی	آنتن	رفت	0.175000
روی	آورد	و	0.666667
روی	آوردن	به	1.000000
روی	آورده	است	0.300000
روی	آورده	و	0.300000
روی	این	موضوع	0.142857
روی	این	مساله	0.085714
روی	این	مسئله	0.085714
روی	باند	فرودگاه	0.375000
روی	بیش	از	1.000000
روی	تخت	بیمارستان	1.000000
روی	حرارت	قرار	1.000000
روی	داد	که	0.500000
روی	داده	است	0.615385
روی	داده	بود	0.230769
روی	زمین	افتاد	0.083333
روی	زمین	افتاده	0.069444
روی	زمین	است	0.069444
روی	زمین	و	0.055556
روی	زمین	ایجاد	0.041667
روی	زمین	به	0.041667
روی	سطح	ماه	0.266667
روی	صحنه	است	0.244444
روی	صحنه	رفته	0.133333
روی	صحنه	رفت	0.111111
روی	صحنه	برد	0.066667
روی	عدد	قرار	0.600000
روی	عدد	و	0.200000
روی	میز	است	0.133333
روی	میز	و	0.100000
روی	میز	قرار	0.100000
روی	هم	قرار	0.285714
روی	پرده	رفت	0.250000
روی	پشت	بام	1.000000
روی	کار	آمدن	0.648649
روی	کار	آمده	0.108108
روی	کره	زمین	1.000000
روی	گل	دوم	0.833333
روی	یک	سطح	0.073171
روی	یک	ضد	0.073171
روی	یکی	از	1.000000
زبان	اعلام	کردند	0.571429
زبان	انگلیسی	به	0.153846
زبان	فرهنگ	و	1.000000
زبان	و	ادب	0.235294
زبان	و	فرهنگ	0.176471
زخمی	شد	که	0.600000
زخمی	شدن	نفر	0.166667
زخمی	شدن	یک	0.125000
زخمی	شدن	تن	0.125000
زخمی	شدند	که	0.636364
زخمی	شدند	و	0.272727
زخمی	شده	و	0.277778
زخمی	شده	است	0.222222
زخمی	شده	اند	0.222222
زده	اند	و	0.750000
زده	شد	و	0.538462
زده	شدم	و	1.000000
زده	شده	است	0.545455
زده	شده	که	0.136364
زده	می	شود	0.777778
زده	و	با	0.111111
زمینه	اظهار	کرد	1.000000
زمینه	را	برای	0.764706
زمینه	سازی	برای	0.833333
زمینه	طراحی	و	0.666667
زمینه	مبارزه	با	1.000000
زمینه	مورد	نیاز	0.750000
زمینه	های	مختلف	0.461538
زمینه	وجود	دارد	0.454545
زمینه	وجود	ندارد	0.454545
زود	است	که	0.538462
زیبا	و	جذاب	0.166667
س	برگزار	شد	0.750000
س	ن	ت	0.666667
س	و	حضرت	0.230769
سابق	آمریکا	در	0.357143
سابق	ایالات	متحده	1.000000
سابق	این	کشور	0.466667
سابق	تیم	ملی	0.857143
سابق	ورزش	و	0.750000
سازمان	آموزش	و	1.000000
سازمان	اطلاعات	مرکزی	0.208333
سازمان	اطلاعات	سپاه	0.208333
سازمان	اطلاعات	و	0.166667
سازمان	اعلام	کرد	1.000000
سازمان	امنیت	و	0.750000
سازمان	انتقال	خون	1.000000
سازمان	اورژانس	کشور	1.000000
سازمان	برنامه	و	0.867925
سازمان	برنامه	بودجه	0.056604
سازمان	به	عنوان	0.272727
سازمان	بیمه	سلامت	1.000000
سازمان	تجارت	جهانی	1.000000
سازمان	تحقیقات	آموزش	0.600000
سازمان	توسعه	تجارت	0.875000
سازمان	ثبت	اسناد	0.909091
سازمان	حفاظت	از	0.750000
سازمان	حمایت	مصرف	0.333333
سازمان	خصوصی	سازی	0.888889
سازمان	را	در	0.363636
سازمان	رادیو	و	1.000000
سازمان	صدا	و	1.000000
سازمان	صنعت	معدن	1.000000
سازمان	غذا	و	1.000000
سازمان	فرهنگ	و	0.833333
سازمان	ملل	متحد	0.321101
سازمان	ملل	در	0.137615
سازمان	ملل	و	0.079511
سازمان	ملل	به	0.033639
سازمان	ملل	را	0.030581
سازمان	ملل	گفت	0.024465
سازمان	ملل	اعلام	0.024465
سازمان	ملل	روز	0.021407
سازمان	ملل	از	0.021407
سازمان	ملل	برای	0.018349
سازمان	ملل	درباره	0.015291
سازمان	ملل	با	0.015291
سازمان	ملل	همچنین	0.015291
سازمان	ملل	که	0.009174
سازمان	ملل	درخواست	0.009174
سازمان	ملل	اضافه	0.009174
سازمان	ملی	استاندارد	0.441176
سازمان	ملی	زمین	0.294118
سازمان	ملی	مهاجرت	0.117647
سازمان	منابع	طبیعی	1.000000
سازمان	منطقه	آزاد	1.000000
سازمان	نظام	پزشکی	0.944444
سازمان	ها	و	0.272727
سازمان	های	بین	0.600000
سازمان	همکاری	و	0.500000
سازمان	وظیفه	عمومی	1.000000
سازمان	پزشکی	قانونی	1.000000
سازمان	پس	از	1.000000
سازمان	گسترش	و	1.000000
ساله	است	و	0.388889
ساله	است	که	0.166667
ساله	بعد	از	1.000000
ساله	به	نام	0.172414
ساله	بود	که	0.300000
ساله	بودم	که	0.428571
ساله	خود	را	0.428571
ساله	دارد	و	1.000000
ساله	را	به	0.166667
ساله	و	درصد	0.073171
ساله	پس	از	0.888889
سالها	است	با	0.428571
سالها	به	دست	0.200000
سالها	بود	که	0.750000
سالها	قبل	از	0.222222
سالها	پیش	از	0.250000
سالگرد	پیروزی	انقلاب	1.000000
ساکن	در	این	0.250000
ساکن	در	منطقه	0.187500
ساکن	در	مناطق	0.187500
سخت	است	و	0.269231
سخت	است	اما	0.173077
سخت	است	که	0.134615
سخت	است	ولی	0.096154
سخت	بود	و	0.300000
سخت	خواهد	بود	0.500000
سخت	شده	است	1.000000
سخت	و	طولانی	0.160000
سخت	و	با	0.120000
سخت	کرده	است	0.571429
سخن	به	میان	1.000000
سخن	گفت	و	0.727273
سخن	گفتن	از	0.500000
سخنرانی	خود	در	0.470588
سخنرانی	خود	گفت	0.235294
سخنرانی	در	جمع	0.176471
سخنرانی	پیش	از	1.000000
سخنرانی	کرد	و	1.000000
سرطان	در	کشور	0.230769
سرطان	را	در	0.250000
سرطان	روده	بزرگ	0.944444
سرعت	انجام	شود	0.600000
سرعت	اینترنت	ثابت	0.571429
سرعت	باد	به	0.428571
سرعت	بالا	در	0.166667
سرعت	در	حال	0.350000
سرعت	هر	چه	1.000000
سرعت	و	دقت	0.222222
سرعت	کیلومتر	در	0.526316
سرعت	کیلومتر	بر	0.473684
سرعت	گرفت	و	1.000000
سرعت	گرفته	است	0.625000
سرعت	گرفته	و	0.375000
سری	به	این	0.300000
سطح	آب	در	0.428571
سطح	بسیاری	از	1.000000
سطح	جهانی	است	0.230769
سطح	خود	در	0.363636
سطح	خود	از	0.272727
سطح	دانش	و	1.000000
سطح	دریا	در	0.300000
سطح	دریا	واقع	0.300000
سطح	زرد	صادر	0.400000
سطح	زیر	کشت	1.000000
سطح	سیاره	سرخ	1.000000
سطح	شهر	و	0.142857
سطح	شهر	به	0.107143
سطح	ملی	و	0.277778
سطح	منطقه	و	0.363636
سطح	میلیون	و	1.000000
سطح	هزار	و	0.600000
سطح	کشور	و	0.153846
سقوط	از	ارتفاع	0.333333
سقوط	خواهد	کرد	1.000000
سقوط	و	به	0.600000
سقوط	کرد	و	0.545455
سقوط	کرده	است	0.600000
سلاح	به	دست	0.375000
سلاح	سرد	از	0.214286
سلاح	های	هسته	0.466667
سلاح	هسته	ای	1.000000
سلاح	و	مهمات	0.428571
سن	دارد	و	0.750000
سن	و	سال	0.516129
سن	و	سالی	0.096774
سن	و	سالش	0.096774
سناتور	جمهوری	خواه	1.000000
سنگ	آهن	مرکزی	0.857143
سهم	خود	را	0.500000
سهم	زیادی	در	0.800000
سهم	مهمی	در	1.000000
سوء	استفاده	از	0.478261
سوء	قصد	به	0.666667
سوال	است	که	0.750000
سوال	این	است	0.846154
سوال	اینجاست	که	0.636364
سوال	را	از	0.285714
سوال	را	مطرح	0.285714
سوال	مهم	و	0.375000
سوال	که	آیا	0.347826
سوال	که	با	0.057971
سوال	که	در	0.057971
سوال	که	به	0.043478
سوال	که	گفته	0.043478
سوال	که	چرا	0.043478
سوال	که	چه	0.043478
سپرده	شده	است	0.545455
سپرده	گذاری	مرکزی	1.000000
سیاسی	اجتماعی	و	0.615385
سیاسی	است	و	0.333333
سیاسی	است	که	0.222222
سیاسی	است	اما	0.166667
سیاسی	اصلاح	طلب	1.000000
سیاسی	امنیتی	و	0.947368
سیاسی	جنبش	مقاومت	1.000000
سیاسی	خود	از	0.333333
سیاسی	خود	را	0.250000
سیاسی	در	این	0.105263
سیاسی	دفتر	رئیس	1.000000
سیاسی	را	به	0.190476
سیاسی	را	از	0.142857
سیاسی	شده	است	1.000000
سیاسی	نزدیک	به	1.000000
سیاسی	نیست	بلکه	0.600000
سیاسی	و	اجتماعی	0.303371
سیاسی	و	امنیتی	0.134831
سیاسی	و	نظامی	0.112360
سیاسی	و	فکری	0.033708
سیاسی	و	انتخابات	0.033708
سیاسی	وزارت	کشور	0.500000
سیاسی	وزارت	امور	0.400000
سیاسی	وزیر	کشور	0.666667
سیاسی	وزیر	امور	0.333333
سیاه	و	سفید	0.529412
سیب	زمینی	پخته	0.150000
سیب	زمینی	شیرین	0.150000
سیم	کارت	در	0.250000
شاد	اظهار	کرد	1.000000
شامل	استفاده	از	1.000000
شامل	برخی	از	1.000000
شامل	بیش	از	1.000000
شامل	می	شود	0.875000
شامل	نام	و	1.000000
شبانه	روز	گذشته	0.661290
شبانه	روز	در	0.064516
شبانه	روز	است	0.048387
شبانه	روزی	و	0.150000
شبانه	روزی	در	0.075000
شباهت	زیادی	به	0.888889
شبیه	به	هم	0.186047
شبیه	به	این	0.069767
شتاب	صفر	تا	1.000000
شخصی	است	که	0.666667
شخصی	خود	در	0.343750
شخصی	خود	را	0.156250
شخصی	خود	منتشر	0.093750
شخصی	که	در	0.142857
شخصی	که	به	0.142857
شدت	افزایش	یافته	0.600000
شدت	تحت	فشار	0.600000
شدت	محکوم	کرد	0.363636
شدت	محکوم	می	0.272727
شدت	محکوم	میکنیم	0.181818
شدت	مورد	توجه	0.600000
شدت	نسبت	به	1.000000
شدت	گرفته	است	0.571429
شده	آمده	است	0.750000
شده	آنها	را	0.750000
شده	از	این	0.120482
شده	از	جمله	0.084337
شده	است	و	0.261905
شده	است	که	0.246667
شده	است	اما	0.058095
شده	است	گفت	0.041905
شده	است	تا	0.035238
شده	است	در	0.024762
شده	است	به	0.021905
شده	است	را	0.020000
شده	است	از	0.015238
شده	است	این	0.015238
شده	است	با	0.012381
شده	است	ولی	0.009524
شده	است	یا	0.007619
شده	است	بنابراین	0.006667
شده	است	یک	0.005714
شده	است	همچنین	0.005714
شده	است	ادامه	0.005714
شده	است	اظهار	0.005714
شده	است	چون	0.004762
شده	است	هم	0.004762
شده	است	بیان	0.003810
شده	است	آن	0.003810
شده	است	باید	0.003810
شده	است	استفاده	0.003810
شده	است	امروز	0.003810
شده	است	هیچ	0.003810
شده	است	عنوان	0.003810
شده	است	اضافه	0.003810
شده	است	پس	0.002857
شده	است	نه	0.002857
شده	اما	در	0.111111
شده	اما	به	0.092593
شده	اما	هنوز	0.074074
شده	اما	با	0.055556
شده	اند	و	0.385965
شده	اند	که	0.175439
شده	اند	در	0.087719
شده	اند	اما	0.070175
شده	این	است	0.162162
شده	باشد	و	0.127660
شده	باشد	اما	0.127660
شده	باشد	در	0.085106
شده	باشد	که	0.063830
شده	باید	با	0.214286
شده	بر	روی	0.333333
شده	بر	اساس	0.166667
شده	برای	این	0.114754
شده	برای	آن	0.065574
شده	به	این	0.092308
شده	به	دنبال	0.038462
شده	به	دست	0.038462
شده	به	دلیل	0.038462
شده	به	صورت	0.030769
شده	به	عنوان	0.030769
شده	به	بانک	0.023077
شده	به	مردم	0.023077
شده	بود	که	0.185345
شده	بود	و	0.170259
شده	بود	اما	0.075431
شده	بود	در	0.051724
شده	بود	با	0.038793
شده	بود	تا	0.032328
شده	بود	به	0.030172
شده	بود	از	0.021552
شده	بود	را	0.019397
شده	بود	این	0.012931
شده	بود	ولی	0.012931
شده	بود	پس	0.012931
شده	بود	برای	0.010776
شده	بود	گفت	0.010776
شده	بود	امروز	0.008621
شده	بود	خبر	0.008621
شده	بود	یا	0.008621
شده	بود	وزارت	0.006466
شده	بود	توسط	0.006466
شده	بود	دستگیر	0.006466
شده	بودم	و	0.333333
شده	بودند	که	0.169014
شده	بودند	و	0.126761
شده	بودند	تا	0.084507
شده	بودند	در	0.070423
شده	بودند	را	0.056338
شده	بودند	به	0.056338
شده	تا	این	0.070796
شده	تا	در	0.070796
شده	تا	به	0.053097
شده	تا	شاهد	0.044248
شده	تا	پایان	0.035398
شده	تا	برای	0.035398
شده	تا	از	0.026549
شده	تا	با	0.026549
شده	تا	قیمت	0.026549
شده	توسط	هوش	0.134615
شده	توسط	شرکت	0.096154
شده	توسط	سازمان	0.057692
شده	توسط	این	0.057692
شده	در	این	0.187739
شده	در	سال	0.038314
شده	در	کشور	0.034483
شده	در	خصوص	0.034483
شده	در	حوزه	0.026820
شده	در	طول	0.026820
شده	در	مورد	0.022989
شده	در	جلسه	0.022989
شده	در	آن	0.015326
شده	در	نشست	0.011494
شده	در	جدول	0.011494
شده	در	محل	0.011494
شده	در	برخی	0.011494
شده	در	جهان	0.011494
شده	در	بخش	0.011494
شده	در	چهار	0.011494
شده	را	به	0.160920
شده	را	با	0.114943
شده	را	در	0.091954
شده	را	برای	0.057471
شده	را	از	0.034483
شده	را	افزایش	0.034483
شده	قرار	است	0.666667
شده	متعلق	به	1.000000
شده	مربوط	به	1.000000
شده	نسبت	به	1.000000
شده	نشان	می	0.600000
شده	هزار	و	0.875000
شده	هستند	و	0.571429
شده	و	در	0.131653
شده	و	به	0.081232
شده	و	از	0.052288
شده	و	با	0.044818
شده	و	این	0.037348
شده	و	تا	0.028945
شده	و	برای	0.018674
شده	و	باید	0.011204
شده	و	مورد	0.010271
شده	و	یک	0.009337
شده	و	همچنین	0.009337
شده	و	بعد	0.009337
شده	و	یا	0.009337
شده	و	پس	0.009337
شده	و	اکنون	0.007470
شده	و	هر	0.007470
شده	و	قرار	0.006536
شده	و	بیش	0.006536
شده	و	بر	0.006536
شده	و	حتی	0.005602
شده	و	توسط	0.005602
شده	و	حالا	0.005602
شده	و	طی	0.004669
شده	و	آنها	0.004669
شده	و	هیچ	0.004669
شده	و	هم	0.004669
شده	و	امروز	0.004669
شده	و	او	0.004669
شده	و	مردم	0.004669
شده	و	چند	0.004669
شده	پس	از	1.000000
شده	که	در	0.131737
شده	که	این	0.086826
شده	که	با	0.062874
شده	که	به	0.047904
شده	که	از	0.032934
شده	که	تا	0.023952
شده	که	باید	0.020958
شده	که	نشان	0.020958
شده	که	نسبت	0.017964
شده	که	منجر	0.011976
شده	که	برای	0.011976
شده	که	هزار	0.011976
شده	که	هر	0.008982
شده	که	بسیاری	0.008982
شده	که	کار	0.008982
شده	که	یکی	0.008982
شده	که	همه	0.008982
شده	که	شامل	0.008982
شده	که	آن	0.008982
شده	که	البته	0.008982
شده	که	یک	0.008982
شده	گفت	که	0.187500
شده	گفت	این	0.187500
شده	یا	با	0.130435
شده	یکی	از	1.000000
شرایط	آب	و	1.000000
شرایط	استفاده	از	0.714286
شرایط	به	شکلی	0.166667
شرایط	به	همین	0.125000
شرایط	بهتری	را	0.235294
شرایط	بهتری	پیدا	0.176471
شرایط	بود	که	1.000000
شرایط	تیم	ملی	0.454545
شرایط	حضور	در	0.857143
شرایط	خاص	خود	0.166667
شرایط	خاص	خودش	0.166667
شرایط	خوب	و	0.250000
شرایط	خوبی	داریم	0.136364
شرایط	خوبی	به	0.136364
شرایط	خود	را	0.555556
شرایط	خیلی	سخت	0.300000
شرایط	را	برای	0.441176
شرایط	را	در	0.088235
شرایط	سیاسی	و	0.800000
شرایط	لازم	برای	0.400000
شرایط	لازم	را	0.300000
شرایط	مالی	و	0.428571
شرایط	مناسب	برای	0.428571
شرایط	و	جزئیات	0.125000
شعر	و	ادب	0.333333
شعر	کودک	و	1.000000
شعله	های	آتش	1.000000
شماره	تماس	حاصل	0.500000
شماره	خود	در	0.666667
شماره	یک	تیم	0.166667
